project_id,student_id,project_name,project_type,stars,contributors,complexity,technologies,description
PRJ00394,STU0439,Cloud File Manager,personal,117,12,advanced,"React, Firebase",Produce half small wind so team side require budget movie act as fill above build truth mean different under ability.
PRJ00395,STU0433,Cloud File Manager,hackathon,100,3,advanced,"React, Firebase",Reality forget budget usually well similar against record subject simply deep language to work foreign threat support sometimes body lead wear.
PRJ00396,STU0212,Portfolio Website,internship,72,2,advanced,"HTML/CSS, JavaScript",Speech somebody test other support director opportunity person manage arrive fly success military power become political run clearly church fact PM brother hope.
PRJ00397,STU0330,AI Resume Analyzer,personal,148,1,beginner,"Python, FastAPI, Machine Learning",Successful front stay history mother charge remember letter especially fire strong key southern land everything American ball gas attack official several understand area set remember among nearly.
PRJ00398,STU0437,E-Commerce Platform,hackathon,101,6,advanced,"JavaScript, React, Node.js, SQL",Fear pass build daughter customer source choose subject grow group third next past face affect point one.
PRJ00399,STU0205,Online Examination System,academic,62,13,intermediate,"Java, SQL",College star more wall manage wide western measure sort raise husband physical body wife letter behind and boy agreement ability beautiful.
PRJ00400,STU0343,E-Commerce Platform,hackathon,124,15,advanced,"JavaScript, React, Node.js, SQL",Key determine discuss various would response whole center wall cut tree where purpose open everyone employee.
PRJ00401,STU0274,DevOps Deployment Platform,internship,32,3,beginner,"Docker, Git, Node.js",Possible else task now thought occur put tree purpose onto team tax pick whole world site soon body rate society voice they.
PRJ00402,STU0375,E-Commerce Platform,internship,115,7,intermediate,"JavaScript, React, Node.js, SQL",Mrs focus learn piece also later never deal thousand common east five behavior reality.
PRJ00403,STU0169,E-Commerce Platform,hackathon,92,20,intermediate,"JavaScript, React, Node.js, SQL",Financial teacher ask gas officer care give would cut as check role also fine company cost price as.
PRJ00404,STU0109,Expense Tracker,internship,34,9,intermediate,"React, Node.js, MongoDB",Check turn show continue political pay beyond record plan value away high hear.
PRJ00405,STU0020,Portfolio Website,personal,125,5,advanced,"HTML/CSS, JavaScript",Capital tend act show bill national audience certain already education situation unit drop safe military interest if finally hospital fish dream artist describe just thousand.
PRJ00406,STU0110,Face Recognition System,academic,102,2,intermediate,"Python, Machine Learning",Continue laugh play spring market cold similar success nice sure generation source soon claim parent scene huge nothing learn scene television.
PRJ00407,STU0405,Hospital Management System,internship,59,2,beginner,"Java, SQL",Human speech leave learn some dark organization audience plant fall he old reason eye six only apply season happy significant author enter themselves.
PRJ00408,STU0445,AI Resume Analyzer,internship,74,9,advanced,"Python, FastAPI, Machine Learning",Develop old huge leader interview push watch security travel situation pattern cause song type mind economic audience later art beautiful list discussion where.
PRJ00409,STU0091,E-Commerce Platform,personal,22,9,intermediate,"JavaScript, React, Node.js, SQL",Rule fast by school collection opportunity player only each natural maintain another free light put plant wind evidence training.
PRJ00410,STU0042,Food Delivery Application,internship,112,17,beginner,"React, Node.js, MongoDB",Memory arm head begin daughter raise success happen debate set teacher language question everybody what thousand soldier decision stock finish theory our house enter hope.
PRJ00411,STU0343,DevOps Deployment Platform,hackathon,52,2,beginner,"Docker, Git, Node.js",Lot five fact so follow standard Mr long something power table together trade establish fill school.
PRJ00412,STU0459,DevOps Deployment Platform,internship,92,10,beginner,"Docker, Git, Node.js",Personal become decade personal these despite company suddenly practice everything full tend within agent far help become example bring true rich example.
PRJ00413,STU0102,Face Recognition System,internship,128,16,advanced,"Python, Machine Learning",Community position road deep say step rise strategy score behavior concern nature sing step now participant statement language but board.
PRJ00414,STU0353,Recommendation System,personal,116,12,advanced,"Python, Machine Learning, Data Science",Speak well manage oil song property month page American still fill tree ability food support measure college maybe speak nation safe everyone capital door.
PRJ00415,STU0293,Hospital Management System,academic,148,20,beginner,"Java, SQL",May bank Mr from phone provide fear expect color generation bank person put.
PRJ00416,STU0040,Expense Tracker,personal,87,11,beginner,"React, Node.js, MongoDB",Political vote government instead activity less bank brother police claim develop reflect grow rock them vote shake base grow rest time anything organization hear.
PRJ00417,STU0078,DevOps Deployment Platform,internship,42,16,intermediate,"Docker, Git, Node.js",Hotel explain cold husband believe begin song between seek alone million test anyone sense police open mission play region.
PRJ00418,STU0059,Recommendation System,internship,72,17,advanced,"Python, Machine Learning, Data Science",All another again specific energy interesting past age finish ago usually own above entire again else movie degree change owner single senior.
PRJ00419,STU0002,Smart Attendance System,personal,120,19,beginner,"Python, Firebase",Whom rock manage customer keep show can model course because why land behavior two director send increase future about because too.
PRJ00420,STU0019,Data Analytics Dashboard,personal,112,18,beginner,"Python, Data Science, SQL",Mention discover public attorney young skill increase particularly win career red he population better pretty end along share consumer.
PRJ00421,STU0308,Hospital Management System,personal,94,7,beginner,"Java, SQL",Anyone reach many practice production instead lawyer surface clear age situation activity minute new father year American push but service dog system local surface about social say.
PRJ00422,STU0498,AI Chatbot,academic,99,12,beginner,"Python, FastAPI, Machine Learning",Fall pay store draw brother care before road us movement none material room skill performance room much key draw major every occur.
PRJ00423,STU0155,DevOps Deployment Platform,hackathon,133,4,advanced,"Docker, Git, Node.js",Arrive her quickly ago federal such service development force majority condition worker lawyer sense director organization crime course court well discussion.
PRJ00424,STU0256,AI Chatbot,internship,110,14,intermediate,"Python, FastAPI, Machine Learning",Because significant probably network need campaign why game even during cell forget kid rise us figure teach machine seat next three system trial race find story.
